gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
SDF2,7915,742,6562.5,2790,1781,1121,6556,7864,7469,932,4424,7204,6599,3214,4122,4084,1194,7514.5,3409,5665
SDF2L1,7436,95,5589,201,6265,1591.5,7454.5,7660,6796,5394,6793,7883,5871,498,6310,3657,5785,7347,3023,1955.5
SDF4,4133,349,5827.5,5194,4189,1410,6829,8199.5,8187,1897,1474,7069.5,907,2007,3761,1015,1033,7976,3211,1621
SDHA,2265,1647,7641,3586,246,518,8156,3106.5,3438,4708,7913,6012,8064,260,7963,2169,2203,7816,4556,7136.5
SDHAF2,789,5372,8194,1511,6417,1613,7338.5,3912,6167,3028,8062,4683,8087,2300,7931,2242.5,4204,5204,5271,6480
SDHAF3,6978,2259,7316,1876,1821,1326,6849,4032,1256,5750,7833,4056.5,7505,5181,7368,55,7006,5652.5,1373,3728
SDHAF4,2791,2900,6950.5,2116,1438,742,7813,4994,6272,2790,7801,4414.5,8223,681,7980,3497,6989.5,5985,1409,1643
SDHB,1035,713,6646,3160,2074,1060,7622.5,2225,5376.5,5516,7491,2698,7808,79,7645,762,1573,7823,4542,6270
SDHC,4545,3476,4858.5,5427.5,3314,4586,6388,857.5,1696,3753,7877,1874.5,7913,7493.5,545,3294.5,5656,3464,2454,5606
SDK1,6864,6242,1548,3920,6651,7730,1869,4406.5,466,2621,4076,4155.5,2167,1381.5,2997,7910,5815,2343.5,2426,3900.5
SDK2,6663,685,1068,4896,7142,6451,791,4683,7484,182,157,4821.5,457,6151,3991,7485,561,6607,927,1976.5
SDR39U1,447,1051,7339.5,1938,945,1936,7734,2964.5,6214,5030.5,7844,3714.5,7954,528,7544,2657.5,2419,8174.5,2739,4006.5
SDSL,691,7987,3161,5453,5618,6169,3653,5816,1849,1076.5,3880,3811,3729,741,4669,5663,7278,3759,6783,5425
SEC11A,6977,983,7690.5,592,7690,241,7789,7959,5990.5,4583,4080,6800,5825,2321,3110,5273.5,1212,8018,2075,5702
SEC11C,5350,1272,7847.5,94,3423,475.5,7939,7373,2879,4186,6737,5186.5,6670,2748,6985,3490,4731,7754.5,5722,6722
SEC13,1676,54,5227,3272,2376,1072,6790,8211,3059.5,4030,3503,7149,2034,5610,4611,4269,5756,6821,2936,1368
SEC14L1,4742,2692,867,8038,5773,2731.5,128,4231.5,7093,7298,1772,6503,1390,6712,2895,5929,7490,5327,2705,2478
SEC14L2,6317,3533,5360,786,7526,3496,2562.5,2066,6049.5,2289,5239,4391,3799,4232.5,3965,3208.5,7216,3086.5,4737,6003
SEC16A,3225,4682,3665,3336.5,4845,6153,603,7511,5878,6666.5,5828,4039,2469,5085,2372,3694.5,4474.5,4879.5,3577,2032
SEC22A,1584,1185,6210,5262,5314,64,6673,8186.5,8194,1141,2175,6281.5,1354,3309,4010,882,1400.5,7984.5,4037,2772
SEC22B,2529,384,7066,1888,726.5,471,6794,8229,8130,2350,5329,5401,5252.5,1821.5,5254,958.5,4814,6952,2888.5,2000.5
SEC23A,403,515,6139.5,3039,4503,599.5,6504,8231,8150,3276,4136,6721,1104,4731,3566,2915,1444,8012,672,442.5
SEC23B,2871,2098,5176.5,5408,6784,750,6021,8209,8037,5623,1575,5582,1046,6077.5,313,4668,2097,7501.5,652,322
SEC23IP,957,630,5794.5,5898,5359,1050,6244,8222,8148,5838,1460,6912,2022,4028,4161,3231.5,2244,8197,715,383.5
SEC24A,2130,2961,5955,3201,5846,4246,2460,8225,7856,6293,1946,2386,2477,6913,2491,1571,5023,6120,1412,1799.5
SEC24B,1553,643,6285.5,5802,986,1786,6899,8210,8125,2165,1721,7397,2410,2797,3465,2819,906,8152,396,607.5
SEC24C,155,2315,6767,5780,2959,85.5,6572,8198,8166,3172,2378,6331.5,2932,5042,5584,3637.5,1955,7750.5,718,373
SEC24D,615,3697,5517,3966,5585,1111,4787.5,8206,8097,4511,5270,3234,5883,3015.5,5031,5186,4624,3625.5,1398,1343.5
SEC31A,452,2210,3498,6151,3828,1093,3586.5,8119,8050,6351,3034,5727,2260,5746.5,4729,5857,2457,7192,484,139
SEC61A1,7608,77,4880.5,1292,7780,120,7733,7945,2190,4777,4699,7916.5,5966,887,3964,3070,6962,7212,5386,6358
SEC61A2,8024,2265,7793,410,7393,927.5,8170.5,7442.5,1482,4690,7193,7240,7133,6489.5,2979,1928,1731,5356,4090,7057
SEC61B,7281,86,2947.5,3821,5853,3079.5,7480,7862.5,6669.5,4063,6900,7911,3511,899,7056,2023.5,7855,7908,1315,4072
SEC61G,7509,317,7426.5,878,1207,61,7614,7202,1279.5,1583,6864,7335,7153,6498.5,5920,113,7352,4930.5,3531,6361
SEC62,6779,192,5418,3010,4336,3386,7268,7015,6763.5,1408,6060,7748,4419,2192,6461,4530,6686,7025,1609,3735
SEC63,7324,56,7544,10,4685,1062,7528,7745,3600,3290,7030,7699.5,6403,2257,6098,1900,5626,6941.5,3638,3277
SECISBP2,6829,6603,361,7301,7109,4911,1220.5,1475,38,6585,492,913,2206,7714,607,589,1325,212,8056,8095
SECISBP2L,2586,1481,125,6909,4358,1906.5,1423,3414,402,437,605,515,3532,7297.5,225,501,4893,632,7377,7467.5
SEH1L,2546,203,6595.5,2793,7890,7548,6852,3426,3387,3928,3623,7713,3459,2340.5,4338,2374,3464,6285,7597,7502
SEL1L,7465,782,7841.5,405,1284,3399,7249.5,7129,2712,5011,6086,7839,6593,1224,6907,5716,2875,7539,4799,4699
SELENBP1,6139,7042,3535.5,2143,4401,2635,5053.5,6941,3337,3821,5419,3879,6656,4546.5,5955,4687,4352.5,4860.5,4043,3161.5
SELENOF,7731,345,7670,906,1943,1875,7147,6691,409,1593,6824,7682,6413,5944,6827,4205.5,5423,6148,1936,5661.5
SELENOH,7921,7888,758.5,7968,2955,4574,613.5,2575,2321,955,1470,1998,474,6166,208,4227.5,7777,273,7417,7569.5
SELENOI,2487,2577,6429.5,582,4626,516,6866,7477,7082.5,5260,2327,5536.5,3859,675.5,4483,241,6282,4784,4451,2444
SELENOK,7540,291,3185,3162,7152,3994,6927,7234,3668.5,3931,3910,7206,3790,3047,2463,2801,7710,4781,7147,7528
SELENOM,8087,3105,8149,400,5363,2617.5,7383.5,7376,6331.5,943,5961,7274,5996.5,1701.5,6066,2588.5,4296,5871.5,6525,4077
SELENON,2239,7649,6642,3953,748,750,7095.5,7344.5,2510,1249,7496,5040,7374,882,4896,1955.5,3571,6797,3382,2794
SELENOO,1534,5903,5960,1165,1682,4130,5304,5292.5,5616.5,2304,7120,5262.5,7643,4311,4463,3281,2206,2010.5,5749,6163
SELENOS,7222,163,4244,4778,4454,2504.5,7169.5,8065,6301,2688,1676,7422,4058,2338,3653,2608,8014,7004.5,3198,3779
SELENOT,6473,1799.5,7133,6865,872,2586,8021,7746,4548.5,3127,6339,8028,7186,2526,7460,6251,2405,7564.5,189,1992
SEMA4B,2585,5938,2855,929,7814,7323,2271,1873,4018,587,1936,7418,2324,5787,5614,7611,3485,6255,1979,1618
SEMA4C,6453.5,1072,556.5,5325,7086,4298.5,641,2752.5,4338,104,36,3780,622,7862.5,2290,7146,547,6074,4508,2424
SEMA4D,6075,6412,5165,4911,5320,7701,4220.5,2745.5,4029.5,5978,2161,7011.5,1783,471,1007,6656.5,6458,3186,1695,1052
SEMA6A,5517,980,1154,6202,6755,5700.5,5564,5980,7149.5,5405,2541,6954,2126,7902.5,4360,6590,6657,3732.5,5453,4556
SENP1,6668,7869,1569.5,7448,7524,7119,900,1876,3709.5,5592,1783,1355,17,3292,421,185,1114,621.5,6935,7336
SENP2,6098,7811,899,7137,4638,4009,2000,5591,3252,712,1057,272.5,85,5941,129,1181.5,6698,3628.5,6835,7234.5
SENP3,4714.5,3290,4732.5,6674,5338,5454,3073.5,3470.5,555,4975,4619.5,1575.5,1322,7073,2664,3289,750,2855.5,7694,7240.5
SENP6,6146,7393,4935,5331,4412,3372.5,4561,6785,1634,8121,4099,3155,2367,4176.5,1517,1868,7395,2803,5705.5,5533
SENP7,8107,6084,6348,3938,7651,5566.5,4975,4803,1666,5076,3544,1629,2771,6056,5845,3348.5,4023,1982.5,7098,4244
SENP8,7515,6562,5010,1069,5591,7035.5,876.5,2921,3374,6650,2818,4164.5,5578,903.5,2740,3677.5,4932,2669.5,2495,3563
SEPHS1,6441,4824,4403,3451,5188,4047,5614,4015,3219.5,4654,5061,6256,1798,5258.5,2893,5913,4807,5809.5,1201,3968
SEPHS2,1776,7288,5000,2334,1555,6035.5,1935,1135,3265.5,2899,5872,6851,1132,2201.5,6969,5251,6868,3412,4621,1885
SEPSECS,6493,6771,2893.5,4392,3434,6742,4478,5504,3455,4963,6693,5592,7150,5002.5,6833,770.5,5176,3047,7907,3822
SEPTIN10,6831,7413,3935,3274,4502,2362,2876.5,502,5873.5,4676,4978,2233,2505,6050,4108,8242,4952,2596.5,2445,3357
SEPTIN11,5639,5067,2346.5,7150,3555,4005,1704,1538.5,5346,4370.5,352,6076,32,6690,7456,8225,441,5615,882,983
SEPTIN2,5395,706,4808,4463,3312,1918,3595,536,6457,4291,1908,5578.5,1481,6454,7695,8205,302,6463.5,719,628.5
SEPTIN3,7374,1718,6230.5,3275,1971,3921.5,4804.5,2181.5,6613,4273,6295,6650,3275,7064.5,7553,8182,6624,4724,796,1049
SEPTIN5,7396,4028,2160,5324,7014,5409,3686.5,1526.5,4003,3927,4998,1062,6354,4426.5,7685,8221.5,5016,6367,1281,1476
SEPTIN6,3683,1335,4875,6840,457,3683.5,2814,957,4208,5454,1493,5011,3317,5285.5,7355,8235,652,4674.5,979,845
SEPTIN7,5685,603,2971.5,5652,4731,5481.5,1681.5,645,6210,4357,1027,6408,1420,6425,6974,8223,3,5099.5,573,740
SEPTIN8,6450,895,5639.5,4342,4597,7248,4752,1773.5,5196,5920,710,6645,1694,4368.5,6916,8112.5,1109,6938,826,813
SEPTIN9,5421,1232,2935,6850,4108,4824,2531,898,6995.5,6070,587,4027.5,420,6021,6694,8214,69,5916,601,675
SERAC1,2232,6160,5546,1355,5441,3702,5943,2340.5,2645,2634,8009,6225,8107,2807,3343,3405,2495,7098,5631,5371.5
SERBP1,3007,5069,1276,7619,2296,4528.5,5060.5,685,2793,3800.5,2717.5,2098,4039,3301.5,3498.5,4492,5818.5,532,8155,8176
SERF2,2798,7407,777,6270,6441,5144,4077,1248.5,1802.5,809,549,4011.5,593,5714.5,115,2672,7457,4641,7441,7432
SERGEF,591,4986,1857.5,7679,6139,1481,3404,6108,4447.5,6617,5858,590,6557,6931,831,3761.5,7448,5333,5185,5302.5
SERINC1,6216,3137,799.5,2252,7807,8015,1434.5,4214.5,6018,167,122,7928,620,4160,1761,1747,1515,7346,691,649
SERINC3,4784,3335,685,4978,8153,2876.5,3970,6708,4434,5834,2663,7382,4617,1743.5,1183,2008,6832,7136,5543,3742.5
SERPINB1,8036,4929,4988.5,4886,4951,6838.5,770,6164.5,3727.5,5858,4784,2017.5,1911,2088.5,2076,3416.5,8160,2408.5,2560,1669
SERPINB6,8013,5136,2016,3366,7194,7810,3547,2668,6393.5,5607,5530,4579.5,3960,1470.5,783,2925.5,3613,1254,6202,5925
SERPINB9,7177,6588,4888,3877,5116,3840.5,2786,7211,6189,2033,2027,1623,2268,6378.5,2089,5692,7917,3907.5,1055,5920.5
SERPINE2,6558,2941,6961.5,5598,7371,3066,6149,3364.5,1089,541,1157,8187,3973,4821,1134,4703,2507,3426,2612,1097
SERPINF1,205,3591,3892.5,3239,6921,1133,4542,7192,3831,231,530,5190,2488,6519,3366,1543.5,447,5746,4229,1878
SERPINH1,5601,102,8234,215,1142,1167,7395,8022,2746.5,4343,7484,7650.5,6792,936,4453,2329,6749,5865.5,4979,5963.5
SESN1,5650,7818,4550.5,638,4530,2743,4928.5,4865,4682,3925,5312,3099.5,5264,1067,963,7275,7051,4788.5,1897,4250.5
SESN2,2167,6243,5825,5852,5105,7076,2716,2270,2268.5,7226,5002,5454,2728,1352.5,6322,4815,2997,752,7393,7269
SESTD1,2598,5298,1251,1480,2208,6953,6428,3857,3860,4539,3364,3173.5,7335,4839,2734,5611,7454,1029,6945,6434.5
SET,3554,7916,42,7577,4105,3123.5,362,4330.5,1309.5,5988,673,5953.5,50,6752,2648,5886.5,7257,759.5,1229,1459
SETD1A,2680,2879,1322,3003,4973,6329,3496.5,3339,6505.5,7926,5394,3264,1191,1823,6779,5231,5263,2324,6146,3317
SETD1B,3206,6904,3990.5,5886,5199,5603,1745,6964,4257.5,5063,5044,4047,3510,1150,4102,2921.5,4570,2237.5,5696,2891
SETD2,4423,4865,429,6395,3285,3494.5,306,5686,2962.5,3963,883,1122.5,128,6355,1773,311,6647,3212,6425,4594
SETD3,3097,7430,694,6944,5238,2254.5,1177,1039,7705,7551,1180,1082.5,1648,2334,4785,4575,1238,2715,7888,8159
SETD5,1172,4316,2686,3820,6739,6271.5,4465,5194,5210.5,2758,2011,803,1115,7043.5,1296,5209,5290,1243,4096,3752.5
SETD7,2100,5662,6363.5,2490,5602,4113.5,3815.5,6970,160,4790,7294,7235,3791,5883,7013,2436,5816,4160,5686,6700
SETDB1,1062,7859,5976,5337,3671,2478,4729,4795,6409,8099,3363,1254,6665,6157.5,7347,5862,1642,1741,5559,4130.5
SETMAR,7774,6952,3501.5,2007,3875,4587.5,5122,3411.5,2537.5,4718,4797,1420,5887,2241,5140,4617,7736,4636,3557,4872.5
SETX,4968,5794,1992.5,773,4442,4273,1061,2645.5,8004,7473,6243,2370.5,1127,289,3178,5064.5,7106,2321,8198,4190
SF1,2179.5,3536.5,3775,5834,3462,4883.5,1671,2369.5,5227,6044.5,2682,2039,4762.5,4975,2916.5,2799,4384,1932,3558.5,6147
SF3A1,3628,6537,4602,6307,4416,1467,1220.5,2779.5,1865.5,7530,718,1697,172,609.5,3080.5,36.5,1578,3254.5,6987,6815
SF3A2,5798,1425,3881,6120,154,1549.5,4166,2875,452,6454,3900,1906.5,3219,2680.5,5044,1877,2701,3289,4586,5889
SF3A3,3475,6388,6559.5,4318,902,2309,1207.5,519.5,4128,7125,3189,96,4266,2168,6856,173.5,969,545,6763,6956
SF3B1,5137,7216,5554,6842,3921,585,762,1366,1568.5,6941,509,882,203,1236,3353,28,2081,169,7143,6846.5
SF3B2,4171,591,4481.5,2686,2028,1801.5,2160,730,4570,6903,1113,1497,2658,2761,3822,176,4646,815,7132,7344.5
SF3B3,568,2881,5767,4753,321,1088.5,2204,53,3386,6913,3030,271,2420,2843.5,6195,169,5883,1151,7072,6879.5
SF3B4,317,5098,5199,7314,593,2847,6112,1065,827.5,6431,2404,1295.5,5698,1357,1964,698,1636,2354,6542,6423.5
SF3B5,3950,2653,1262.5,6731,4623,4221,3708,1880,1999.5,5914,850,1002,255,3049.5,3040,3739.5,3401,1924,6996,7075.5
SF3B6,333,6144,5644,6775,1134,408,1496,294.5,706,6869,3038,140,3243,6389.5,4919,25,2440,761,7261,7376
SFMBT1,7305,6304,2259,6226,6626,5866,2915,5452,201,2770,4652,272.5,5114,3630.5,3828,5014,7899,693,3966,5827.5
SFN,7874,7420,123,7235,7191,7543,60.5,3707.5,6313,2839,689,3311.5,725,4582,2800,2458,3677,6258,542,277
SFPQ,50,3568,4166,7745,509,7144.5,3228.5,3722,7271,3860,1466,564,1413,3602,3114,568,81,3510.5,7876,7834
SFR1,6729,4113,4630,1668,6908,6823.5,1801,5707,3890,4867,6104,4020.5,2396,2789,3756,2634.5,5565,5823,2717,2671.5
SFSWAP,7511,7640,1710,7583,1941,578,122,4704,6807.5,6993,996,1327,8,4898,785,46,3828,566,6965,6545.5
SFT2D2,6274,5167,1460,6175,7485,7677,693,3436,1622,1576,646,6679.5,4543,2891,357,6005,3862,3248.5,654,5669
SFT2D3,4204,2034,6909,2303,5760,4295.5,6279,8121,8212,2134,2045,6845,1082,550.5,5076,1196,2546,7982.5,3221.5,1961.5
SFXN1,1123,674,6564,3404,83,1953.5,7398.5,4471,5638,4996,7679,3879,7855,303,7667,1329,2263,8043,2725,4444
SFXN2,1107,1571,7541.5,1240,1901,888.5,6966,7590,3153,4059,8231,3525,7966,4214,8192,268.5,2735,7458.5,5941,7133
SFXN3,1544,3207,3649,3685,2691,5067,7016,2590,264,6272,7669,3867,7916,3582,1435,4356,5761,5351,6496,4153
SFXN4,4149,1151,7104,543,955,3518,7224,5412,3760,3851,7674,4901,7471,1242.5,8051,755.5,1825,7483,3216,6681
SFXN5,4532,3340,7202,912,6911,3019,6486,5077,2200,3246,7956,989,8069,520,2882,3375,4163,4399.5,2048,6142
SGCB,5705,5592,5848.5,667,4877.5,4713,6773,7057,6787,2076,5112,937,4579,5952.5,3949,445,6505,5340,3349,4450
SGF29,1847,3558,6332,1891,6140,3886,4453,784,4723.5,2394,4069,1653.5,6062,8144,1617,6240,7722,4253.5,6825,3580.5
SGO1,6544,6530,2174,2216,3125,7538.5,3803,2577,4034,4359,2915,5574,5908,5772.5,4396,3255,5574,765,4210,5218
SGO2,5939,4620,4681.5,2444,5283,2354,4937,6267,989.5,1015,6030,5933,5703,7471,5971,4984,7850,623.5,5418,4226.5
SGPL1,6212,59,8013,240,2152,2896.5,7377,7791,3507,4764,6509,7538,6464,2033.5,2174,2429.5,7211,7228,3401,4480
SGPP1,3135,307,5454,1079,7037,108,7390,7534,3841.5,4443,5973,7390,5957,1399,2540.5,2914,4758,7006,3652,5253
SGSH,2234,6116,5090,1949,2842,2579,6937,7677,1391,2111,3732,8086,4754,1192,6584,5854,3369,4036.5,3170,1728.5
SGTA,871,2145,2448,7094,4628,1437,5779,3648.5,3911,7985,6400,6886,2400,6992.5,6361,7265,7472,8146,618,403
SGTB,2050,6553,1786,2662,3207,6929,3883,6575,4503.5,7936,4748,3924,3389,4467,1361,2475,7418,4437,4234,3019
SH2B1,454,3518,2516,3647,7838,3330,3232,2535,2113.5,6579,3210,1291,6572,4115.5,1440,7151.5,4706,6321.5,2275,3820.5
SH2D4A,3838,3486,6343.5,836,1550,2745.5,4017,3866,6015,995,6176,5469,3292,4253,1510,7308.5,4809,5079,5864,4538.5
SH3BGRL,1586,2193,433.5,6754,7332,3754.5,2169,4169,4218.5,4006,1642,4838,3045,4055,3904,7823,1024,4174,3017,1357.5
SH3BGRL2,4598,4813,2935,5990,1265,1188.5,5932.5,2045,5076.5,3462,4497,4660.5,4183,7333.5,6269,7707,6979,1307.5,3552,1410
SH3BGRL3,1013,5262,2277.5,8025,6634,3680,4734,6207.5,3310.5,4316,4111,6758.5,1785,7979,839,6026,3071,2511,1590,4298
SH3BP1,2194,2562,3348,3597,5373,3773,4373,2453,7609,8037,5443,5544,3172,2086,2006,3003,7111,4343,6482,4402
SH3BP4,5212,5003,2993.5,3320,6888,4542.5,4923,2297,5419.5,1286,4383,743,4001,7621.5,1654,6927,4691,1244,5463,1467
SH3BP5,6658,6740,1021.5,8111,5946,6433,573,4456,7766,3704,1674,1916.5,431,839,1203,3333.5,2404,1967,4464,3574.5
SH3BP5L,8115,5316,3784,1244,1103,4103,972,5206,486,4548,4812,5146,1695,931,4779,3724,5153,739,5411,3353.5
SH3D19,4357,4026,4389,3711,447,8244,2963,1545,70,1780,3339,1840.5,3803,1181,4990,7120,5868,3858.5,3824,1855
SH3GL1,2055,7320,1100.5,5556,8091,6526.5,1250,7048,3804.5,7588,1042,4318,2768,7424,5021,6655,2739,4422.5,535,347
SH3GL3,3691,7405,5582,6197,7323,6097.5,1921,7540,5154,2431,2802.5,2157,5661,2230.5,1623,3140,2590,5518,6068,2493
SH3GLB1,396,790,2337.5,6900,7913,6845,3504,5917,4880,6554,1008,5438,5228,6136.5,2030,4938,1123,8156,303,376
SH3GLB2,2326,2719,5356,2031,6683,5575,4994,6644,4262,7826,5348,4612,4484,6238.5,4233,5516,4450,5605,6114,3693.5
SH3KBP1,5171,3665,1595.5,5256,3301,5578,2025,4743.5,4812,4233,3941,3626,5222,5927.5,5622,5434.5,7315,4686,3138,3070.5
SH3PXD2A,8231,5839,3167.5,1926,1920,1385,936,5921,3110.5,5026,6071,985.5,4959,3119,3534,2476.5,2289,2104,6474,4396
SH3PXD2B,2066,3245,1711.5,5976,1653,6754,4734,3980,469.5,8116,4674,4248,7290,5389.5,7059,7227,4735,4042,2643,2524
SH3RF1,8123,3413,2425,6899,4837,6459.5,6099.5,3690,4479,5745,2312,5739,4116,5800.5,416,1413,6031,1201.5,5103,3768
SHARPIN,7338,3625,1899,4449,5722,6911,2763.5,5528,7472,5207,2776,2469,3614,3096.5,6405,4776,5812,2313,3805,3170
SHB,7596,7939,169.5,7426,3726,2482.5,1735,2558.5,126,1516,1079,531.5,114,7981.5,54,1613,7426,852.5,6656,5746.5
SHC1,2737,2260,3747,677,3776,1360.5,2306,394,1374.5,6306,6701,3620.5,6929,2839,4756,5424.5,1412,4702,2677,4144.5
SHCBP1,836,5208,3230.5,5298,4500,6099,1539,3900.5,4351.5,7919,6537,4218,4082,712,226,6704,6866,3017,1679,4879.5
SHKBP1,7642,5131,6022,894,6094,8224,2586,80,2640,6474,3135,3582,1510,1136.5,4966,8200,6658,2042.5,1615,4031.5
SHMT1,2681,3795,341,7724,2200,2932.5,814,2906,2290,7393,1762,1633,6280,7785,2178,6129,3013,896,1187,3216
SHMT2,1932,3915,7849,2053,309,321,7261,4369,1999.5,4744,7841,4022.5,7566,156,7726,1277,3059,7194.5,4315,6487.5
SHOC2,3028,5821,4386.5,3701,1097,1226.5,772,1748,5426,5962,6821,2817,5124,5934,7802,7729.5,2399,5210.5,714,526
SHPK,4140,1556,3026,5659,6901,4649.5,2730,5922,6712,5839,6035,4332.5,6991,4109,1025,4241,5047,5503.5,5474,6923.5
SHPRH,6141,2771,6062,5170,167,2275,5651,7410,108,5034,6520,2835,5072,4189.5,1201,4404.5,3689,6303.5,3177,1306.5
SHQ1,3714,7972,4503,4533,2259,4340.5,3954,2974,3394.5,7780,4956,4089.5,5569,764,2444,1582,5798,1458.5,5489,7163
SHROOM1,8157,3619,5182.5,1770,5090,381.5,5854,769,716,7932,4752,2046,1602,2767,6811,6411,7190,2316,3811,5391
SHROOM3,8193,7145,2804.5,1134,1226,6390.5,2097.5,1166,7760,3347,4203,1310,5133,6989.5,4309,6865,2462,4482.5,3125,2684
SHTN1,2,5022,4271.5,4987,594,4667.5,4565.5,2586,7001.5,7590,4274,4383,4215,3250.5,4595,7710,7802,2528.5,5680,4277
SIAE,2882,6398,7404.5,1596,8014,1092,6750,6201,3005,1936,6093,7516,3399,6663.5,4277,5342,6082,5685,5785.5,4265
SIGMAR1,7945,3267,7463,1943,1625,1515,7608,4745,2357,4639,6233,6032,4796,1565.5,5078.5,5813.5,3747,4484,4982,6348
SIK2,4389,3175,4480,1118,2928,5149,2960,5882,5552,8213,5284,4030,4446,2108,3702,4845.5,5968,5373.5,3212,3567
SIK3,8093,4547,486,4061,5985,6697.5,3283,3998,496,8083,4336,5901.5,5347,4599.5,1001,3725.5,3260,5303,5198,4163
SIKE1,5002,1839,6854.5,1335,7923,4034,7747.5,7175,7510,4355,5732,7890,1692,270,3772,6990,1909,8215,2808,2461
SIL1,7703,986,7866,2241,3694,2892,7654.5,7545,5487,5152,6781,7646,7102,205.5,4880,3811.5,1988,6760,3883,2896.5
SIMC1,7970,5885,3026,3168,6031,3890.5,1624,3661.5,3529.5,5619,4975,2813.5,5950,6140,3121,6633,3020,3557,6985,5022
SIN3A,4977,7052,7984,4048,3379,4753,4445.5,2494.5,1258,7474,4025,370.5,6418,3845,722,2963.5,6188,2152.5,7898,6722
SIN3B,315,6644,6153,2810,5958,5627.5,5040,2991,3781,5796,3473,7521.5,5682,7314,7528,2160,6377,4528,6744,5485
SINHCAF,2185,7999,5736.5,8081,1871,5756.5,3775,5267.5,6750,1343,1659,1230.5,2742,6823,1027,2873,4233,863,7536,7645
SIPA1,5979,2033,1582,7433,4758,8221,1729,152,2428,2130,2961,2004,6024,5888,6864,8231,2054,5203,2903,1830
SIPA1L1,8025,2052,2658.5,6750,4928,8101.5,804,4918.5,8047,5958,1517,600,1071,575,7139,8201,888,5727,1763,1684.5
SIPA1L2,8192,3817,1304.5,6288,757,8103.5,2487,1352.5,5423,2532,5681,4595.5,3358,408,4489,8001,7747,714,5479,4168
SIPA1L3,8071,7061,3245,4873,2852,8053,1650,828,7047.5,3929,6418,988,4635,4851,7721,8218,6266,3977,2546,2642
SIRPA,3025,2616,421,6417.5,6021,6417,580,977,2118,710,940,1811,4033,5528,3354,5925,1637,2267,1818,4418
SIRT1,6447,6737,2061,3329,4027,2940,1473,3431,3047.5,8090,1746,2476,3350,4667,7173,2887,6292,2709.5,3273,4846
SIRT2,2893,5567,4452.5,1189,7299,6914,2501.5,2208.5,2785.5,7758,3610,1999,6701,1279,7329,1495,3312,5677,1610,3917.5
SIRT3,3389,5557,8195,1288,2428,5666.5,6064,3323.5,5550.5,4731,7948,4719.5,7895,5382,7819,772,2910,5820.5,3583,1772
SIRT5,5725,5681,7612,1063,2626,1355.5,6562,3904,406,5344,7993,6674,8095,2787,7599,1879,4584,5503.5,427,2763.5
SIRT6,3109,7184,3529,470,5456,2144,2548,1389,1670,2178,6637,681,5033,6003.5,2604,2796.5,1855,1935.5,2754,7320
SIVA1,5518,5310,1753,1750,6528,3705,6066,5408.5,519,5144,1443,3468,3943,6983.5,2180,4619,5869,3499,5256,4542.5
SIX1,1751,2202,6582,6931,3063,622,4247,739,6584,2522,2566,5093,4921,6714,1251,5704,4010,4416.5,6069,1254
SIX2,3051,5763,2628,5703,7312,4273,2320,4460,6447.5,3829,5478,2768,5073,3406.5,7088,5207.5,3526,4168.5,5319,4560
SIX4,2010,2549,3428,1519,6412,3311,5527,1822,3080.5,7942,2017,4914,3730,3371,1819,3460.5,5918,4170,5397,7697
SIX5,6906,5356,1040.5,6106,6077,1995,2935,2071,4966.5,2453,2938,3539.5,4736,2968,5370,2708.5,6887,1677,4046,3722
SKA1,7870,7876,112,5982,3803,1217,1003,2855.5,142,6914,1585,1872.5,265,7213,1073,3816,6493,657,7007,7270
SKA3,6091,7613,40,7020,4472,1254.5,298.5,841,4335,7159,454,481.5,56,7744,694,5641,3414,118.5,7164,7342.5
SKI,4036,6498,3382,4866,1296,1196,3806.5,3710,6127,1252,6360,2698,6948,5660,7594,3627,5050,404.5,7329,5171.5
SKIC2,1136,6790,2334.5,3859,4765,6162,837.5,3302,7361.5,7698,7358,2627,714,6727,2732,5483,4614.5,488.5,6716,8147
SKIC3,5900,7233,2064,5106,1565,4515.5,4306,485.5,5918,7507,6663,941,1974,6322,1184,2932,3972,1188.5,4112,8132.5
SKIC8,532,3124,4238,3002,389,681,3874,735,3977.5,6505,6386,54,6242,7647.5,3296,5718,8035,839,7340,7985.5
SKIL,1460,561,2816.5,5280,4767,6278,3155,692.5,4275,4617.5,3461,2657.5,2722,3762,6619,4357,7126,3573,6153,7279
SKP1,4220,7845,331,7611,4428,5593.5,493,780,3708,5465,1198,499,327,6681,517,5320,7776,2178,6954,7353
SKP2,2309,2693,2881.5,2799,7409,6854,6069,6116,5693,1630,6253,6508.5,6819,2865,1899.5,5114,4645,3220,3145,5273
SLAIN1,3513,7141,5313,6702,3364,5091.5,5424,4333.5,8138,6813,6359,2382,5916,987,6276,6165,1451,3393.5,5962,6325
SLAIN2,7993,1874,5373,7960,4858,5875,3546,5731,3758,7560,3524,2718,5269,1970,2407,6535,3332,1149.5,7822,2624
SLBP,6319,5338,872.5,6808,5627,6913,1079,485.5,674.5,2792,791,376,1106,4076,286,5285,5130,134.5,7000,7975.5
