gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
SLC12A2,6799,2022,4170,6472,4046,7686.5,3578,6068,7722,141,497,6470,382,6007.5,7618,7980,279,5876,119,245
SLC12A4,1059,1521,1553.5,3265,7918,8155,1062,2790,4659,328.5,208,6635.5,1043.5,5310,1915,6961,534,7969,82,105
SLC12A6,5861,5078,197,5921,7282,7871,305,5704.5,5252,74,4,5896,256,7696,2098,7202.5,232,4857.5,164,52
SLC12A7,2314,1205,1275,5634,7776,8035,749,1884,7933,160,778,7066,1027,4287,2165,7301,1587,7179.5,10,41
SLC12A9,2964,1771,6304.5,1763,7853,7989,2725.5,4176.5,4550.5,19,656,7913.5,1525,5312.5,3059,5712.5,136,6855,15,15
SLC15A4,3888,2221,6091,781,8006,7980,6158,6444,5607,1125,787,8222,3633,2246,3795,4243,606,6602,993,2210
SLC16A1,7957,4292,1794,7466,6190,5018.5,3881,5057.5,673,751,506,4111.5,2271,6216.5,892,7897,227,3443,1414,2303
SLC16A10,4810,1767.5,1035.5,6564,7262,5195,1668.5,2690.5,7298,436,704,1605.5,1179,4839,6248,7732,286,5096.5,168,295
SLC16A2,7212,4755,786.5,4696,7452,7767.5,1168,1482.5,6529,400,224,7295.5,676,3350,5311,7755,571,4310,702,808.5
SLC18B1,6871,3143,5853,3277,7927,7820,5015,5688,5674,957,878,8154,1777,3483.5,3260,4014,884,6668,955,705.5
SLC19A1,6916,935,736,6079,2627,5785,1504,2107,7463,93,12,6891,153,7580,5095,7478,197,5642.5,3,30
SLC19A2,122,1576,2138,2985.5,7813,7895,4123.5,2587,4687,121,749,6818.5,2983,5138,5457,7462,812,4772,223,186.5
SLC1A1,3346,1902,220,5189,966,6327.5,205,361,4321.5,372,1019,2055.5,1590,8048.5,6332,3329,2172,6273,6019,5389
SLC1A3,7333,698,238,6635,6334,7554,624.5,2663,6377.5,89,75,3600.5,950,7573,2546,6381.5,254,4715,805,504.5
SLC1A4,7138,549,2902.5,6961,4612,6444,3138,2658,4933.5,971,4579,6113.5,2842,3443,4418,7844,1870,6369,63,429.5
SLC1A5,3251,3554,1011,4030,7590,7427,2253,5544.5,6795,384,263,6329,618,6805,3568,7602,453,6454,892,496
SLC20A1,1161,1118,1436,5967,7647,8066,1141,2439,7932,173,62,6966,796,5475,5187,7838,43,6470,162,99.5
SLC20A2,3152.5,3398,352.5,2485,7727,8089,253,3235,7396,242,70,5834.5,879,7183,2358,7082,144,7304.5,152,90
SLC25A1,1861,116,6329.5,2974,375,2684,7116,7154,6495.5,5571,7575,5285.5,7311,23,7090,1376,857,7336,3472,6769.5
SLC25A10,3291.5,1749,6604,2959.5,782.5,1283,7379,4527,4339,3431.5,7653.5,6245.5,7527,699,7661.5,1120,1836,7084,4219,7014
SLC25A11,4608,3287,7347.5,4280,177,151,7180.5,3143,1617.5,2172,7265,3752,7475,32,7464,1565.5,3502,6902,3333,5934
SLC25A12,1032,1471,8096.5,3765,919,1016,8016.5,4270,4349,4230,8047,2913.5,7965,688,7455,962,2699,7156.5,6681,7649.5
SLC25A13,1550,1264,8034,1870,563,87,7577,4118.5,5693,5966,7851,3624,7821,739,8018,884,3829,7517,6292,7513.5
SLC25A14,1775,3889,6971,2478,2341,1435.5,6421,6722,8048,3414,7396,3187.5,7767,2130,7816,1523,1218,7850.5,1097,6268.5
SLC25A15,2441,5708.5,6133,1673,2113,4909.5,5624.5,4384,7058,2506,8048,5942.5,7944,2843.5,6215,2585,6490,6252,1865,2898.5
SLC25A17,4797,1088,7843,2056,5558,4343.5,8172,7110,5977,4799,6165,6821,7496,219,8198,1998.5,1986,4091.5,6852,7479.5
SLC25A19,425,2971.5,7087,3416,875,4185,7765.5,2696,650.5,5501,7980,6073,7985,1469,4005,71,7028,4345,4408,4915.5
SLC25A20,1835,6755,6919,6841,1894,3949.5,6950,6632.5,851,5612,7326,4422,8008,1587,767,336,3309,5619,5097,6938
SLC25A21,2565,3794,2932,7275,1245,1801.5,6503,6622,3278.5,1365,7183,5926,7728,327,3908,2938.5,1878,6179,1318,2255
SLC25A22,3678,3093,7642,599,782.5,1160.5,7570,1948,3504.5,1240,7614,6170,7542,1138,7812,1197.5,1389,7121,5597,7136.5
SLC25A24,2932,823,7582,1315,1602,1125,8146,5047,3592,4287.5,7839,6123,7692,387,7977,743,6743,7358,6039,7234.5
SLC25A25,1075,3030,6647,3381,1676,2636,7418,5156.5,2537.5,2813,7732,4493,7662,1306.5,4839,3505,2339,4688,3124,3708
SLC25A28,1115,3637,6298,1453,2323,5779,6102,3841,5954.5,1964,7206,1905,8232,2047,6800,4514,2460,6578.5,4749,7285.5
SLC25A29,6116,6252,8044.5,1130,2068,4530,7015,2157,2347,2395,8069,2759.5,7607,2575,7168,3147,6911,1434,4793,5865
SLC25A3,5056,6595,7783,1444,104,30,7865.5,2206,1062.5,5048,7777.5,1900.5,7972,1670,8003,1982.5,2935,4427,5396,7429
SLC25A30,6095,4155,7672,1439,1765,4445.5,4141,4875,2205,5582,7723,3469,8108,1039,4678,1080,2859,4755,5308,2194
SLC25A32,2978,3538,7975.5,701,1824,1748,6437,3263,255.5,5649.5,8148,6343.5,7958,6180,5911,681,6057,5786,1526,6371
SLC25A36,1246,3654,5510,4217,1422,1564.5,6032.5,2857.5,2020.5,4960,7725,4485,8026,2750,3886,5448,4108,4696.5,2902,4062.5
SLC25A4,2074,2410,7983,956,1496,396,8094,3968,2621.5,4600,8177,4869,8144,1746.5,8162,2042.5,3790,6756.5,5437,7229
SLC25A40,3682,6239,8062,2174,2752,4201.5,5820,6075,4262,3299,7785,5073,8065,5546,161,686,1936,4105,6449,7568
SLC25A44,2402,6089,5197,4902,5400,1596,2432,1835,3950.5,2045,6836,6578.5,6234,4672.5,4232,3534,3182,1327,2529,6769.5
SLC25A46,1542,4982,6417,1912,2180,1463,7376,659,590,3755,7776,3968,7807,1266,4029,664,3527,5069.5,5652,6474
SLC25A5,2125,1681,7145.5,1301,667,141,8071,5356,1963.5,4461,8162,3423,8150,1008,8089,377,2655,7116,4454,7204
SLC25A6,3189,4981,6684,1328,175,8,7216,2562.5,837.5,4959,7370,3631,7559,2204.5,7507,1854,4668,6378,3230,6528.5
SLC26A2,5729,2518,380.5,7105,3059,4971,1122,6510,7583,632,604,6390,3416,2283,1182,8140,634,3763,660,779.5
SLC27A2,2744,639,7365.5,1,6895,1808,8115,7104,4981,465,6971,7150,6861,4253,7108,4537.5,5653,8182,2340,746
SLC27A3,6722,4995,7657,3167,6661,3917,7859.5,7968,5676,5311,3001,7885,5402,1608.5,3226,5810,572,7062,2534,3271.5
SLC27A4,7360,87,7907,71,5393,579.5,7350,7916,3777.5,3501,6423,7785,6278,2454.5,5779,1688.5,6217,7168,1857,2165
SLC29A1,5312,863,2370.5,6543,5882,7608,6025,2358,6118,1043,3495,6556,1311,1927,5963,7741.5,559,7092,230,85.5
SLC29A2,4155,2902,350,5274,7204,7506,2894.5,3210,6396.5,1306,548,7514,5159,4335.5,3002,7523,610,5998,346,371
SLC2A1,877,694,1892,2973,7510,7169,1300,4311,7089,207,335,6865,397,8025.5,6278,6268.5,78,6707,156,9
SLC2A8,7493,4090,7921.5,1212,6408,5197,3107,6789,1395,6343,3247,8211,5694,3480,2662,6486,6359,1208.5,2820,2152
SLC30A1,7628,1020,1747,7231,5118,7202,1174.5,3250,7220,318,811,5456.5,888,7467,6658,7300,726,5969,363,145
SLC30A5,300,5935.5,6420,4193,3229,2992,6163,8186.5,8127,1414,4962,4997,6625,1468,5094,428,3294,6389,2804,1232
SLC30A6,5167,697,5240,6167,3919,683,6709,8180,8200,1878,1153,6325,1184,1013,2710,1467,2458,7692.5,3541,1238
SLC30A7,2733,5287,6998,2230,1830,915.5,5971,8216,7475,1315,4250,6183,4829,4756,338,548,2973,437,5333,2780.5
SLC30A9,465,3422,8070,1249,1189,458,7987,7355.5,5459,3797,8164,4678,8230,1507,8028,612,3824,7759.5,2152,6069
SLC31A1,3753,3916,5262.5,2261,7684,6234.5,5384.5,6331,1528.5,145,324,7959,3436,6478.5,6212,7328,670,3922.5,34,44
SLC33A1,7598,320,6384.5,44,6012,295,7625,8045,5651.5,1824,3446,7459,3336,1638,2393,1385,5439,6599,3582,3798.5
SLC35A1,2958,1763,6459,570,8106,4430.5,6420,7691,7320,3160,3427,7860,4820,1494.5,4295,2280,2894,7220.5,1272,1019
SLC35A2,413,5258,7467,3362,5727,1961,6089,8050,8135,2990,4091,4565,3720,693,2422,3288,4608,7034,2386,1187
SLC35A4,6183,6955,7391.5,2901,2274,2425,7863,4989,54,5061,7596,3421,7875,1220,2863,1522,2879,818.5,6933,7662
SLC35A5,517,1840,4530.5,4793,8036,8110,4096,7754,8089,975,2418,7109,1540,1662.5,4529,3642.5,1439,7973,3185,2031
SLC35B1,5609,3935,8139,770,3404,644.5,7616,1493,3541,3084,7109,2182,7489.5,5551,3293,4880.5,2740,1718,6383,7843
SLC35B2,3046,819,6179.5,2642,7388,89,6692,8047,8198,1185,2314,6778,1203,1233.5,3739,1131.5,2020,8008,3405,684
SLC35E1,289,1034,6317,5735,2146,2703,6635,8165,8225,4250,2860,6110.5,1664,223,5300,451,2543,8001.5,3507,2571
SLC35F1,7813,6738,657,6257,4041,1993,330,5567,140,235,147,4854.5,132,7919,1620,5459,2763,2600,4106,1928.5
SLC35F2,7557,5676,1796,4945,4340,1813,412,4782,25,111,180,2730,836,8021.5,2020,3037,4065,3044,3512.5,2502
SLC35F6,5023,2501,3216,3268,7984,8082.5,5793,5807.5,7807,495,637,8047.5,644,4812,4353,5646.5,2710,6870,184,181.5
SLC36A1,1157,3870,6010.5,6098,7885,7839.5,3550.5,817,2183,1613,1427,8214.5,3386,3436.5,3736,6276.5,2268,2836.5,1282,2172
SLC37A4,7999,3152,7921.5,93,1529,126,7826,7444,1521,3098,6938,7981,7083,5492,5821,1425,4306,4525,4260,5913
SLC38A1,3625,5243,2613.5,1643,7957,8037,4430.5,6827,7975,206,818,6558,906,1449.5,2096,7843,246,7059,337,429.5
SLC38A10,1249,2442,6102,4411,3987,5254.5,6280,8235,8167,4207,2554,7156,4750,3328,4995,1666.5,2865,5968,2043,1990
SLC38A2,1581,1548,4617,2465,7563,7900,4400.5,6702.5,7295.5,197,565,7525,978,7076.5,5536,5736,238,7608,117,63
SLC38A3,531,1112,1202,2966,7645,4210.5,3680,986,5127,1013,4331,6042.5,2212,5954,4302,6459,6170,6516,708,1282
SLC38A7,7919,2302,6948,5672.5,7548,5105,5561,5871,111,1943,1740,8164,2520,4193,2642,4189,2293,4982.5,1196,2873
SLC38A9,6928,3656,7336,2601,7661,7641,1439.5,1729,2643,305,317,8143,708,5716.5,4875,6008,259,3549.5,57,487
SLC39A1,7512,5868,7245,388,7991,6349,5373.5,2002,1615.5,1455,1626,8113,5697,4887,3726,6926,1868,1909,4723,5243.5
SLC39A10,3602,523,1257.5,5754,7267,7392,1262,2873.5,5212.5,8,192,5967,1536,6635.5,3511,7673.5,563,6044,322,114
SLC39A11,1801,908,5778,308,2165,1867,6877,8133.5,5543,1136,6172,7649,5280,2533.5,7017,2602.5,2960,6829,5492,2075.5
SLC39A14,3458,1064,2563.5,2228,7588,7985.5,3034,2238,7618,301,934,6945,3996,6985,4867,7524,391,6645.5,35,89
SLC39A6,6019,4992,1374,6019,7655,7791.5,1258,5016,7837.5,13,998,6331.5,89,6184.5,2264,7860,184,6763,99,106
SLC3A2,6876,3758.5,2417,6148.5,5793,4897,2079,4268,2687,647.5,546.5,5910.5,332.5,7414,6445,7122,324,4013.5,3267,1756.5
SLC41A3,2619,5432,8088,1533,5212,5028,7009,7882,1630,1702,2909,7848.5,2552,6003.5,1248,2643,3604,4143.5,3730,5476.5
SLC43A1,2378,5972,254,6513,7154,5905.5,5477.5,6630,911,2533,1706,3749,4667,4584.5,2999,5928,1716,3280,655,438.5
SLC43A2,2599,1772,4607,2933,4636,7394,2523,326,8088,1497,4081.5,6131,1022,6721,6369,8127.5,4464,3711.5,3517,2381
SLC44A1,4946,2997,4581.5,3831,944,2291,4535,6949,4783,2211,4168,7057,5410,4796.5,7363,7080.5,4337,5344.5,931,3093
SLC44A2,4987,6244,4762,7938,5889,2414.5,952.5,1955,2020.5,1580,2406,523,3913,5059,1346,2271,7425,3243.5,7286,3410
SLC47A1,2377,1894,4928,5468,7095,6991,1568,3057,5730.5,361,385,6877,515,7266,2728,3207,437,3909,4590,899
SLC4A1AP,5354,5522,420,907,3572,5630,2542,5307.5,4869,7818,4200,4166.5,5436,6781,1272,3625,4099,1060,6961,6077
SLC4A2,6398,460,1480.5,6734,7306,7756,5626,6896,6798,272,143,7145,882,3856,3431,7892,287,5890.5,120,200
SLC4A7,3951.5,4079,2669,6578.5,6790,7049,3296,5753,7781,1344.5,807,5568,742,2685,6828,7304,1414.5,5541,924.5,823
SLC5A3,3700,3523,827,4830,7200,7479.5,2794,3067.5,4751,403,1637,6928,607,6456,5732,7573,1075,6514,22,7
SLC5A6,7088,431,987.5,2305,7026,3214,3663,2922.5,405,110,123,5878,1171,6641,2623,6363,710,6374.5,395,1124
SLC6A11,4996,5342,1685,7863,5123,4435,6961,284,196.5,834,6439,2628,7025,3878.5,2394,7987,3021,2876,5118,3282.5
SLC6A15,3777,1923,529,3246,7983,8061,2165,5067,6304,86,304,6782,373,5936,1380,5367,2253,7614,14,13
SLC6A8,8067,4137,3557,7527,3501,5584.5,4461,3218.5,3391,1461,2786,4008.5,6308,5884.5,7211,5977.5,2050,4276.5,879,688
SLC6A9,3339,7174,4092,6046,5079,5842,4153,3145.5,2666,1359,2306,3967,2539,1022,7366,7913,1956,5748,115,850
SLC7A1,3137,4477,1768.5,2464,8158,7880,1130,6341,4978,262,723,6764,1315,6425,664,7294,1280,6478.5,56,176
SLC7A2,4187,273,952.5,2170,7348,5907.5,977,3650,5249.5,147,233,6793,3084,5574.5,3056,7229,95,6521.5,4,3.5
SLC7A3,732,2365,814,6265,7187,6779,323,5537.5,7624,525,613.5,6343.5,1533,6173,3251,7407,602,6559,1263,1798
SLC7A5,5357,3264,58,6498,7082,6935.5,4207,4357,5490,270,266,5962.5,3906,5647.5,5360,7775,711,3561.5,142,314
SLC7A6,3573,5035,3126.5,6289,7003,7716,528,3875.5,7480,55,333,5842,365,4731,5336,7616,840,6655,288,82
SLC7A6OS,5143,6237.5,4784,6405,4520,4763.5,1389,6601,6160.5,1540,5996,5111,6376,6838,2981,5147,5645,3310.5,2634,3931.5
SLC9A1,5306,2931,3417,7889,1459,3982.5,6170,5693.5,3555,1294,3693,6198,3063,3771.5,6772,7545,3544,3040.5,313,642
SLC9A6,277,1600,1110,3013,7570,8080,541.5,3630,5680,78,258,6582.5,833,7210,3137,3044,298,7611,187,168.5
SLCO4C1,1060,3329,1776,5782,3953,6376.5,871.5,4056,4078,387,505,5437,852,5417,6464,5468,1210,3850,1341,1645
SLF2,4358,4926,3774,5118,3290,5503,2896,4400.5,2778.5,2499,4505,818,1952,2001,2295,4415.5,1531,3596.5,5207,3339
SLIRP,2115,1194,6569,3527,242,3748,7265,288,1590,5624,7810,2683,8031,2110,7551,1071,6335,5897.5,6649,7419.5
SLIT2,1290,1676,2213.5,6271,6782,7507,3817,6615,4581.5,325,855,6593,2323,5608,2219,6166,376,7008.5,1700,120
SLITRK5,1259,1113,922,6636,4747,1290,503,5041,5600.5,41,118,1291,1148,6014.5,2484,6150,463,4560.5,4491,1592.5
SLK,2692,2141,308,7030,3727,6514,1542,3621,5915.5,7561,2348,6502,2776,4112,6462,6425,1686,4857.5,1734,1748.5
SLMAP,7130,97,5383.5,174,7453,4848,7633,7847,7680,1803,3252,7925,4149,672,5645,5489,5937,7910,1094,912
SLTM,4116,5442,4692,5854,4282,3557.5,2885,4889,2298,1885,1112,1613,209,3350,3390,1270,1103,978,7616,7075.5
SLU7,5285,7132,3022,6578.5,3943,4253,2352,1355,2186,5821,381,110.5,1134,3756,2922,2485,7148,90,7848,7769
SLX4,7185,1284,4620,5706,273,6453,4997,4896,3261.5,1168,4344,7028,4721,6242.5,2726,4239,6550,1860,5163,6411
SLX4IP,7403,8073,2500.5,7234,5148,5579,1116.5,3927.5,432,2650,874,32,663,7486.5,310,3553,2434,223.5,7250,6489
SLX9,7746,7209,4814,2458,954,4276,663.5,4949,3417,7980,4352,572,211,1349,5309,5009,5063,455,7658.5,7697
SMAD1,3580,3493,5278,3870,2340,5916,1417,3681.5,6960,3987,5125.5,2659.5,6571,6425,5830,7286,5697,1823,2149,5008
SMAD2,840,3431,3555.5,6999,6662,6298,1085,2198,3008,7000,2048,2683,2852,7055,1042,4710.5,6245,2257,7061,5619
SMAD3,7506,6493,1433.5,3345,7583,5938.5,1747,88,278,4496,686,1659,932,8103,228,6101,4900,1294,5925,4800
SMAD4,2116.5,6264,2106,5228,2917,1387,4168,5050,2097,8203,6334,3566,4953,1727,3735,5003,7297,6211,3778,4934
SMAD5,2048,7970,1087,8030,5259,1983,746,556,2111,5158,1590,919,2479,7743,371,7507,852,513,6174,6951.5
SMAGP,4112,4033,4991,4731.5,7280,963,5471,7298,287,5265,5931,2243,4865,3815,1551,1945,6762,5279.5,6267,1520
SMAP,1459,3787,3621,748,7806,2271.5,3369,609,3143,7642.5,5487,3805,6067,5864.5,3578,7038,4317,2296,4874,3515
SMAP1,4400,4594,5526,3164,6706,3292,6312,1401,7458,6467,5097,4810,1362,1068,6920,4649.5,6382,2313,5047,3400
SMAP2,4652,5440,776,2266,8100,6383.5,2378.5,1904.5,87.5,6706,1224,3863,1287,7693,2339,6893.5,3155,8100,2183,1433
SMARCA1,1195,1751,7829,4322,846,5993,6067.5,2641,7420,6192,6947,6494.5,3073,2163.5,7697,717.5,3124,6032.5,6806,3407
SMARCA2,324,1733,3895,222,5390,6237,5412.5,331,2915,6053,4386,3841.5,5170,3247.5,3362,5917.5,3953,5077.5,1805,5797.5
SMARCA4,31,8154,6903.5,5607,2531,3090,6380.5,5852.5,7665.5,1571,3143,1008.5,2026,455,5503,838,3758,3006,6517,5275.5
SMARCA5,4609,6371,5456.5,6147,3769,3643,6252,6032,2878,2971,2058,3025,1375,2441,3559,1246,82,1791,5646,3258
SMARCAD1,1076,5352,3781,4499,6692,4403,4972.5,6698,6429,8115,1930,5298,3821,290,5077,5501,7088,1366,734,1473.5
SMARCAL1,1867,5625,6271,1846,5073,3807,4960,5304,5008.5,8027,6591,2879,6889,4927,632,3240,4198,3140,2785,6642
SMARCB1,1376,8119,7528,1426,1005,3699,6432,5253.5,6135,6825,7080,4134.5,4930,1712.5,4886,427,1770,4845,5852,998
SMARCC1,348,7960,6447,5382,31,4614,5959,5059.5,2766,6915,5893,2252,1167,51,6433,827,3671,4929,6687,3606.5
SMARCC2,1048,8112,7711.5,2533,4964,6769,5231,3401.5,1936.5,6408,7124,3998,5914,1697.5,7433,80,2024,5780,7201,3996.5
SMARCD1,4244,8209,7007,1401,6650,7042,5555.5,5436,1643,1927,5826,1795,2614,3843,1513,3434,1774,5194,4487,3991.5
SMARCD2,3005,8114,7267,2920,5410,5381.5,5643,2509.5,4762,2636,3536,2616,5261,1156.5,1813,48,6976,2288.5,6571,4457.5
SMARCD3,7003,6554,4492.5,2018,4967,4178,4800,1932,4797,891,4095,3906,1120,4792.5,1651,4230,1440,4383,5219,2991
SMARCE1,614,8020,6361.5,6055,740,2264,6317,4853.5,5435,3522,3636,423,438,564,6557,4306,1025,4600.5,6761,2404
SMC1A,310,1719.5,2136.5,7828,646,6892,2192.5,450,5626.5,3403.5,628,594,498,1785,3033,7526.5,4091,719,7948,6097
SMC2,256,4108,518.5,6448,4493,3101,2974,1533.5,1638.5,7390,1914,459,5492,5572,6489,2576,5457,4672,8048,3097
SMC3,107,914,3041,7284,3173,7063,2628.5,1040,7661,5481,6479,1022.5,1238,1675.5,3763,5697,416,2817.5,7833,5158
SMC4,36,1181,7,6708,4065,1699,2219,1023,4555,7577,920,1957,3827,6493,2792,3514,5080,3021,8104,5515
SMC5,5081,3364,6963,609,972,517,5654.5,2869.5,6938,1909,3725,2564,5449,2687,7246,3291,3163,891.5,8167,7931
SMC6,2434,1850,3080,6468,499,6303,6078,49,6904,6441,3565,1653.5,5654,484,6792,6152,709,1473,7526,7208.5
SMCHD1,492,2699,7666,3574,6274,5112,6911,958,3142,4487,8077,4024.5,6938,6246,794,233,6732,1132,7718,6509
SMCR8,3332,3539,6856,4863,8192,8143,1931,4764,3607,4460,1672,8237,5177,5387,556,4536,2956,1429,3612,2555
SMDT1,2621,4265,7270,4518,5728,3800.5,5998,2577,346.5,6962,6991,972,7669,4308,5133,3498.5,2302,4452.5,6982,7987
SMG1,6606,3960,1980,1720,2538,6315,2525,2027,606.5,7704,7197,4216.5,4774,5157,1855,4831,3785,2091,975,7821
SMG5,4861,4376,2553,5851,1244,4469,1453,2232,6339,6515,5048,2356,3376,6407.5,2420,1690,6376,1414,4818,4118.5
SMG6,1177,2589,703,8181,5645,5781,2785,127,3622,7348,5111,76,2436,7125,5468,3385.5,4566,2175.5,6592,7832
SMG7,6242,2384,2606,802,6820,2191,2901.5,319.5,5705.5,6985,5856,1358.5,2307,8203,1319,4821,6863,3476,6459,8007.5
SMG8,7937,8144,437,7739,2430,5703,659,2003.5,154,7614,3709,1768,1066,4695.5,1117,276.5,3183,85.5,7686,7459.5
SMG9,3844,5336,3037,847,4792,6833,1482,4118.5,4064,7867,6058,2029.5,4730,6799.5,6801,3004.5,6496,1443.5,6249,6550
SMIM1,6310,2774,62,6244,7096,7367,258,5127,5729,79,2,3183.5,279,6737,3025,3102,336,4282,1377,1604
SMIM11,7916,6608,6434.5,2136,3282,5621,4536,7143,704.5,2769,2437,584.5,6525.5,3213,7302,268.5,5549,2709.5,7555,7694.5
SMIM12,2603,1959,6957.5,6150,1798,592,7448,7029,4077,2712,7486,4705,7541,2041.5,4105,2713.5,3157,4610,282,420.5
SMIM15,3559,2268,3198.5,2987,1064,2788.5,3295,4479,6073.5,5010,6148,2864,6694,3155.5,1763,1018,5409,5307.5,5710,3880.5
SMIM19,4498.5,7592,6098,1967,4180,3585.5,3091,7561,4080,3574,6540,5336.5,5920,2054.5,1758,323,5071,2004,4000,2346.5
SMIM20,4421,2977,6746.5,807,547,4037.5,7755.5,6596.5,1185,4671,7462,6790,3048,2756.5,7756,446,3729,6346,4066,6953
SMIM26,579,1295,5916,2761,1612,977.5,7728,281,2649,3607,7680,3231,7835,2892.5,4324,1223.5,2968,7164,6440,7505
SMIM7,4684,2739,5196,5064,5089,3648.5,4503.5,7964,7283.5,2737,3119,7859,5504,956,3903,2371,4133,4491,1790.5,1561
SMIM8,5926,3462,8052.5,4693,1495,6603.5,6616,1859,2822,5498,8118,5096,7905,2537,5991,925,3781,3954,6290,7620
SMN1,650,799,536.5,5312,133,1385,1157,572,5923,6224,4246,280,4235,7516,6061,4318.5,7055,3338.5,8020,7952
SMNDC1,6629,7804,641,7584,4053,4102,577,1604.5,1182.5,1623,867,1263,632,4656,155,2278.5,7755,44,7153,7244
SMOC1,7473,2245,708,4736,7199,6739.5,2367.5,7896,7447,1282,215,7363,755,5932,111,1275,3208,4854.5,3001,1916
SMPD4,2943,1138,7699,1076.5,6335.5,658,7980,7885,6144,2429,5515.5,6588,6628,3724,2828.5,2529,5613.5,6962,4571.5,3628.5
SMPDL3A,1647,5648,6558,490,8203,7147,5006,1784,6591,4148,2694,8131,2906,3436.5,4174,6861,2366,4816,2273,5711
SMPDL3B,5604,2270,3575.5,5936,7257,3082.5,4050,4434.5,102,80,179,5245,2116,6090.5,1634,7996.5,177,567,5622,2854
SMS,3103,4621,4174.5,6783,1404,5489,3446,3840,4895,1116,3780,2976,6676,7040.5,2627.5,5813.5,7441,4134,5332,5564.5
SMTN,406,6820,1008,7197,6667,4397.5,2961.5,200,5841.5,8113,5383,6376.5,4381,2237,4142,4054,2650,5059,5425,2907.5
SMU1,3215,8003,2497,6558,2647,4026,1662.5,691,2756,4817,705,1414,158,3888.5,247,1185,7478,56,7434,6041.5
SMUG1,1850,8014,6938,2408,4917,229,5603.5,3713.5,3289.5,1919,4712,2750.5,3833,7236,5046,4330.5,6551,962,6137,4869.5
SMURF2,1456,4337,1279,2932,585,1357,2085,5610.5,39,3346,2220,5531,4840,7400,4084,6048,7989,1761,2944,3631.5
SMYD2,3581,7694,3590,3530,5915,5576,986,5769,3344,2850,3925,1706,6347,3928.5,1295,1844,7175,4264,7311,2925
SMYD3,7405,4893,1091,5778,6447,6630.5,5131,2078.5,4547,5073.5,6401,6983,3135,4628,5677,6332,4182,2173.5,4497,4602
SMYD4,6138,3748,1156,1598,4970,2129,4172.5,4028,2587,7256,5405,2142.5,6245,5263,3659,5750,6592,4973.5,1508,6346
SMYD5,7701,2483,5945,855,7345,4354,6036,4472,155,2517,6330,4987.5,6135,6278.5,5786,6906,4265,6466.5,2449,2190
SNAP23,6386,3761,1574,6471,4447,3102,400,4524,5131,220,204,6661,39,6764,3306,7410,312,6002,275,70
SNAP29,3365,7373,923,5082,7912,7968.5,9,6118,6647,865,370,6085.5,372,7426,902,335,2128,5574.5,851,804
SNAP47,224,370,2985,5222,7550,6114,1771,7739,6347,43,172,7384,6463,7881.5,2244,3603,75,7166.5,555,337
SNAP91,3974,2615,1829,2150,4895,2366.5,3437.5,666,5542,4441,3648,762,5493,5932,7234,7179,4150,4357,5240,1806
SNAPC1,2210,8081,3189.5,7328,4198,1508,6187,4550,2301.5,6819,5026.5,2007,5892,2918,5228,2622.5,6064,2532,6065,4525.5
SNAPC2,4352,5461,2843,2532,2988,5254.5,3013,2442,4451,4417,5135,94,3471,2776,4770,7083.5,7325,1694,6320,4510.5
SNAPC3,313,4479,4466.5,5510,6980,3077,4859,6752,801.5,3703,1750,175,4628,3176,3869,3654,7481,439,6725.5,6374.5
SNAPC4,1678,2030,4528.5,4918,3149,6772,6030.5,6272,3910,7687,6442,6681,4551,5326.5,569,2136,5399,5828.5,6253,4878
SNAPC5,6504,3102,4849,792,5437,7334,3568,1367.5,6589,5775,4435,237,4547,4508,7114,6186,2669,1807.5,6081,6716
SNAPIN,6941,2663,7421.5,808,8000,8113,4875,1071,3631,1018,726,8109,1225,6485,5510,6481,586,7262,204,53
SNCA,6657,5162,2208,3101,4791,2438,2207.5,4840.5,5145,4962,4072,5888.5,4233,1147.5,6229,6376,2235,2125,1678,3208
SNCB,5000,6248.5,3263,2734,5779,5534,4529,3534.5,2090.5,2567,6853,4714.5,6468,5119,4862,2806,7241,3737.5,4617,3548
SNCG,4008,4675,2679.5,4926,4979,3793,3799,2843,4667,6475,3859,5204.5,6244,5787,5494,411,3890,3582,5531,5501
SND1,6545,306,6893,2003,94,2011.5,8229.5,6325,5110,2732,7314,4909.5,7314,1700,7483,5327.5,7356,2910.5,4540,8023
SNF8,2741,2290,2393.5,5611,4819,4539,1408.5,6741.5,3654.5,7060,3354,2498.5,5405,5850.5,1103,2942,5562,2473,3984,2746
SNIP1,7562,7963,1260,7247,764,1399,328,5380.5,5002.5,1528,1529,1824,33,4855.5,2046,2432,6823,1119.5,6919,6420.5
SNN,4613,6173,3985,840,8236,8008,4557,6715,7479,1551,4939,6199,3666,1672.5,618,4833,3551,3157.5,1158,2022
SNRK,4151,6227,1704.5,4759,6630,5169.5,3443,2399.5,3635.5,2672,2358,6818.5,5197,5335.5,3158,4687,3701,3636,4145,4331
SNRNP200,71,2377,6979,5567,267,1335,1549.5,44,5684.5,6845,3864,13,3290,1534,3645,1836,6479,1538.5,8037,7590
